,index,Tweet,HS,Abusive,HS_Individual,HS_Group,HS_Religion,HS_Race,HS_Physical,HS_Gender,HS_Other
732,9365,USER yakin #2019GantiPresiden ; insyaallah ; #TGBZainulMajdi2019 #TGBPemimpinUmat ; #TGBforIndonesia2019 #KamiMauTGB,1,0,1,0,0,0,0,0,1
733,11171,USER perum cikeas permai ds cikeas udik kec gn putri bogor listriknya padam pak pd banyak rumah tolong dicek. trims',0,0,0,0,0,0,0,0,0
734,1289,USER Jijik apa ni hahahahahaahahha kau kena ingat Nor hahahahahaahabababBa tempat kau buat karipap kat dapur sana bukan tepi queen',0,0,0,0,0,0,0,0,0
735,389,USER Banci kampungan HEEEE!!!',1,1,1,0,0,0,0,1,0
736,7160,Setuju pak AR... Fokus #2019GantiPresiden... poros ketiga hanya akan memecah suara PS... Jangan mau dikadali lagi...,1,0,0,1,0,0,0,0,1
737,12933,"RT USER: USER Heran juga saya, setan iblis pada kabur dan takut kalo mendengar Azhan, tapi ini mahluk Allah yg satu ini anteng s\xe2\x80\xa6'",1,1,1,0,0,0,0,0,1
738,8195,DPP Gema Keadilan mendorong Ahmad Heryawan sebagai Calon Presiden (Capres) RI 2019-2024. Hal itu disepakati setelah sayap kepemudaan PKS ini menggelar Rapimnas di Kota Bandung 15-16 April 2018. ;,0,0,0,0,0,0,0,0,0
739,13015,"USER USER USER Broo.. MUI udah bikin fatwa blm bro? Ktanya yg nentuin itu MUI, ehh salah yaa.. ULAMA yaa.. Eh salah juga yaa... DILAN yaaah kaan? Jgn off side bro.. Wkwkw",0,0,0,0,0,0,0,0,0
740,8409,Cinta yg sejati adalah ketika kamu buta akan sekelilingmu. #Eikichi (GTO)',0,0,0,0,0,0,0,0,0
741,10897,"Sumpah gue puasa ini, selama 7 hari ini, kalo udah jam 4 sore langsung otak pentium 2. Lemot najis.\n\nMeeting sampe di coel-coel karena gue bengong. Ditanya tadi sahur apa ngga hahahaha.'",0,1,0,0,0,0,0,0,0
742,8747,"USER USER Iya benar ini, teman saya pemuka hindu di wil malang. Beliau pernah cerita, hindu di india tidak sama dengan hindu di bali, sedangkan hindu di jawa pun berbeda dengan hindu di bali karena cenderung mengadopsi adat/budaya jawa/kejawe",0,0,0,0,0,0,0,0,0
743,7005,USER Biadab itu memang perempuan iblis dya',1,1,1,0,0,0,0,0,1
744,10764,"Serapat apapun kita menyembunyikan bangkai , lama kelamaan akan tercium juga .'",0,0,0,0,0,0,0,0,0
745,8632,USER Ini lo mau sarkas apa emang bego si?',1,1,1,0,0,0,0,0,1
746,8370,USER artikel buat manusia.tapi yg tidur anjing :V ada ada ae lu min USER',0,0,0,0,0,0,0,0,0
747,6081,"Buta greetings, gimana dong? Hehe'",0,0,0,0,0,0,0,0,0
748,1405,Deklarasi anti hoax dan mendukung pilkada damai,0,0,0,0,0,0,0,0,0
749,5637,USER USER USER USER Halah bacot kau anti aseng tapi ngimpor juga dari cina. wakakakak jilat pantat.',1,1,1,0,0,0,0,0,1
750,3007,"USER USER sori ya cung gw bukan spt lu yg bani kacung itu .....apa"" ngayal sampe ekonomi meroket juga khayalan ...hahahahaha'",1,1,1,0,0,0,0,0,1
751,6903,"Selama ini setiap tranksaksi non tunai yang terjadi di Indonesia terekam oleh pihak asing sehingga semua behaviour masyarakat kita sudah terbaca oleh mereka, menurut Nixon \n#ngobroltempo'",0,0,0,0,0,0,0,0,0
752,6935,Udah hampir banting gadget eeee shopeenya kacrut.\n\xf0\x9f\x98\xa4',1,1,0,1,0,0,0,0,1
753,13155,"USER USER Makannya w suruh baca APBN ..biar ga bego..u liat tuh asumsi harga minyak di ApBN 2018 pake angka brp, n knp ada revisi apbn...makanya jgn cma ambil brita tpi ga bisa analisis..susah sih ngomong ama anonim bloon..kwkwkw'",1,1,1,0,0,0,0,0,1
754,3568,USER Celakalah SukmakuMati tiada aku mengerti Syariah hdpku ssat\nCelakalah SukmakuMati auratku yg terurai mnampakkan buruknya wajahku\nCelakalah SukmakuMati nyanyian genjer2 yg aku suka mdatangkan Iblis disukmaku\nCelakalah SukmakuMati adzan tdk bs mngusir Iblis disukmaku.\nSukmakuMati',0,1,0,0,0,0,0,0,0
755,7173,Ini orang goblok kok dipiara sih!!!!! Anjeng',1,1,1,0,0,0,0,0,1
756,10386,"USER Arthur memasang wajah terkejut. Gadis asing itu tiba-tiba memarahinya... tentu saja karena ditabok olehnya.\n\n\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4""Maaf, Nona! Tadi ada nyamuk berbahaya yang terbang di sekitar wajahmu. Apa kau baik-baik saja?""'",0,0,0,0,0,0,0,0,0
757,11882,"USER Salah pangkah dpt taik..taik lgbt,liberal,menentang raja\xc2\xb2,pengampu kafir harbi.'",1,1,0,1,1,0,0,1,0
758,10338,USER Yang Suka Pencitraan dulu Laris.... Sekarang akan Ada Piala Citra Versi Kecebong Sekolam.. .. \nArtinya para Pencari MAKAN dan Hidup Dari Hasil Penjilatan Kepada Master Kecebong.......\nTidak peduli walaupun Master CEBONG GOBLOK Sekolam..,1,1,0,1,0,0,0,0,1
759,1628,mau asset kejual kek\nharga naik kek\nyang kerja TKA kek \n\nbodo amat bagi mereka\nkarna gaji perbulan mereka terimanya tetap SAMA',0,0,0,0,0,0,0,0,0
760,7903,Budaya Sunda Bikin Mahasiswa Asing Jatuh Cinta - Inilah Koran #tradisi #seni #adat #budaya,0,0,0,0,0,0,0,0,0
761,8938,"Memasuki abad ke 16, bangsa Portugis datang ke Indonesia dengan tujuan perdagangan dan berusaha menyebarkan agama katolik. Untuk mencapai tujuan tersebut,'",0,0,0,0,0,0,0,0,0
762,3873,USER Yg memblow up jokowi itu adalah media media tv dan koran milik orang2 china yg notabene kafir semua.. coba aja cek dilapangan',1,1,0,1,0,1,0,0,0
763,5292,"Mendebat istilah Islam Nusantara nanti saya bisa dituding pro khilafah, HTI, atau ISIS. Sebaliknya mendukung Islam Nusantara saya bisa dicap antek-antek JIL, pro Yahudi, bid'ah dan sesat. Ya sudahlah saya cukup deklarasi bahwa saya orang Indonesia dan be",0,0,0,0,0,0,0,0,0
764,938,"dapet kabar kalo di barel ui ada bom. yaAllah kasian bgt ya yg kost deket situ:')""",0,0,0,0,0,0,0,0,0
765,10626,USER USER USER USER USER USER USER USER Namanya juga bani onta peminum ekstrak tinjah al urine onta USER ... ngoaahahaa',1,1,1,0,0,0,0,0,1
766,12814,Memang cerita A Quiet Place ni semua bisu tak boleh bercakap eh ? Tak expect pon mcm ni \xf0\x9f\x98\x85',0,0,0,0,0,0,0,0,0
767,6247,Lebih aneh lagi lagunya tetap sama. Mic yg sama. Cuma itu doang.. Abang bisa apa,0,0,0,0,0,0,0,0,0
768,10281,RT USER USER Visi misi anies-sandi jelas ambisional ingin jadi gubenue sayang mrk suka sara- hoax- finta,1,0,0,1,0,0,0,0,1
769,7432,Monyet Langka dan 2 Ekor Kukang Diselamatkan saat Sedang Diperjualbelikan via Online URL \nUSER \nUSER',0,0,0,0,0,0,0,0,0
770,4300,USER USER Lah ternyata bangke juga dia...',1,1,1,0,0,0,0,0,1
771,12976,"Dalam acara Back to Campus di Fakultas Ilmu Budaya UNPAD, bercerita tentang kemajuan di RRT dan beberapa tips dalam menghadapi kehidupan sesudah masa belajar di kampus selesai (7/4) #backtocampus #gemasian85 USER USER",0,0,0,0,0,0,0,0,0
772,7474,USER sering. kepedean bgt emang gue ya najis.',0,1,0,0,0,0,0,0,0
773,4949,"Paket kompliy misuh pagi ini yang qu dengar &gt;5x ""goblok cuk anjing"". Blessed my ear.'",0,1,0,0,0,0,0,0,0
774,11251,"Sebenarnya khan bisa ditetapkn sbg kawasan cagar budaya, lalu buat peraturan, rmh gadang didlm kawasn tdk boleh dirubh fungsi",0,0,0,0,0,0,0,0,0
775,4076,Karaoke ke Taman Sari itu berangkatnya dengan kesadaran dan keinginan kalau diajak Anies Sandi dan Saracen itu baru jebakan..,1,0,1,0,0,0,0,0,1
776,4167,"Ehh TAIK, Bangsat lo, Omongan elo kayak IwAn bopeng, yg MO potong leher TNI, Bangsat lo IwAn bopeng, baek2in TNI. TAIK LO,",1,1,1,0,0,0,0,0,1
777,6795,"Desa, atau udik, menurut definisi ""universal"", adalah sebuah aglomerasi permukiman di area perdesaan (rural). Di Indonesia,'",0,0,0,0,0,0,0,0,0
778,10410,"KERJA DIKTATOR JOKOWI ITU GUNTING PITA, BAGI-BAGI BERMACAM SERTIFIKAT IKUT MACAM-MACAM UPACARA DAN BUKAN MEMENUHI JANJINYA.",1,0,1,0,0,0,0,0,1
779,6603,Ya ampun adem banget nih ukhti fungsionaris USER ð??±ð??±ð??±.,0,0,0,0,0,0,0,0,0
780,8068,RT USER: USER USER USER USER USER USER USER USER USER USER USER USER\xe2\x80\xa6',0,0,0,0,0,0,0,0,0
781,8903,"USER USER USER USER USER Bro aku orang biasa bukhan antek antek ya , walah walah ud emosi ya bos ud minum air putih bos biar adem otak anda'",0,0,0,0,0,0,0,0,0
782,558,"Barusan dongo dongoin pemotor yg klakson bertubi2 padahal jelas lampu merah. ""Woy dongo! Brisik norak!"" \n\nPas nengok taunya temen SMP (--!)\n\nDia : Chaink?\n\n*aku nangis nganti metu eluh getih puteeeh~'",1,1,1,0,0,0,0,0,1
783,1751,USER Wkwkwk admin USER tolol kuadrat',1,1,1,0,0,0,0,0,1
784,4553,"Jika Capres Hanya ada 2 Joko Widodo dan Prabowo, siapa yang akan anda pilih?",0,0,0,0,0,0,0,0,0
785,1472,"Sepertinya gerombolan USER rindu kerusuhan, hati2 dikabul Tuhan #IklanAhokJahat",1,0,0,1,0,0,0,0,1
786,1736,USER USER hehe biasaaaa.. ga nyanggup debat trs gw dituduh China.. typical bani kampret.',1,1,0,1,0,0,0,0,1
787,11755,"USER USER Keadilan .. Bilang ke org laen anti aseng, giliran akun medsosnya diblokir, demooooooo... Nyinyiiiiiir... Eh impor barang dr china pula..'",1,0,1,0,0,0,0,0,1
788,2912,RT USER: PINTAR DAN TOLOL ITU TIPIS BATASNYA.\n\nFahri pergi ke toko minuman keras mengendarai sepeda. Di sana dia membeli sebotol\xe2\x80\xa6',0,1,0,0,0,0,0,0,0
789,936,Menhub: Presiden Jokowi Berikan Berbagai Ide dan Arahan Penting Dalam Proses Pembangunan Bandara Kertajati,0,0,0,0,0,0,0,0,0
790,11837,Udah bingung kalik mau pakai cara apa untuk kampanye. Sampai2 bikin fitnah yang kayak begituan. Depresi ya takut kalah? #IklanAhokJahat,1,0,0,1,0,0,0,0,1
791,7130,"USER USER USER Egp kalo individualnya mah, kirain ada aturan baru yg menguntungkan psk'",0,0,0,0,0,0,0,0,0
792,4488,sompret sekali lagi enak enak tiduran tiba tiba hujan kudu masukin jemuran eh 5 menit kemudian terang lagi. ingin berkata halus \xf0\x9f\x98\xb2\xf0\x9f\x98\xb2\xf0\x9f\x98\xb2',0,1,0,0,0,0,0,0,0
793,992,"Anda menghina Islam, Muhammad tidak tahu budi terhadap sukunya sendiri, mengajar solat minta pahala dari Allah SWT",1,0,0,1,1,0,0,0,0
794,1541,"USER USER Bukti 'on, bukti! Jangan congor doang..""",1,1,1,0,0,0,0,0,1
795,4522,USER Ternyata masih da banyak asw',0,1,0,0,0,0,0,0,0
796,5826,USER USER USER Teras saksi bisu ya MasDie.\n\nDuh khawatir sama keadaan Dicka nih',0,0,0,0,0,0,0,0,0
797,10316,USER USER Daripada jilat pantat rijik kaya elu.',1,1,1,0,0,0,0,0,1
798,1807,USER kalo saya ketawa sipit dua duanya? itu kenapa?',0,0,0,0,0,0,0,0,0
799,13073,"USER USER USER Dulu jaman SMP Negeri di Boyolali, jadi satu2nya murid Katolik seangkatan, gurunya agama nyambi 2 sekolah jadi kadang ga datang. Beberapa kali saking gabutnya ikut pelajaran agama Islam, ga ada ngerasa diketawain ata",0,0,0,0,0,0,0,0,0
800,3092,"USER USER Ini cebong dungu, korban PHP \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82'",1,1,1,0,0,0,0,0,1
801,10412,Pidato ini akn dipake nggak ya di debat capres nanti; #2019GantiPresiden,0,0,0,0,0,0,0,0,0
802,11981,"USER USER USER USER USER USER USER USER Dan kalau kafir dzimmi malah wajib kita jaga dan lindungi, tapi juga ada batasan, batasanya yaitu tentang ranah keagamaan, kalau untuk urusan muamalah juga ngga",0,0,0,0,0,0,0,0,0
803,8284,USER Najis anjir. Goblok banget.',1,1,1,0,0,0,0,0,1
804,10549,"Kemaren tuh masuk kelas tau tau temen pada bisa sarangeul haetda-an semua edan sefamous itukah lagu itu :"")'",0,1,0,0,0,0,0,0,0
805,10050,RT USER USER USER USER Neo komunis kamu antek cina yg sebentar lagi musnah dr negeri ini.,1,0,1,0,0,1,0,0,0
806,4924,USER USER USER jangan sampe :\xe2\x80\x9d( cukup sekali ngeliat kunti melayang :\xe2\x80\x9d(',0,0,0,0,0,0,0,0,0
807,7502,Gimana dgn Sumber waras.. Trans Jakarta ko jokowi diem ajah.... Harusnya si kutil babi ahok di ganyang,1,1,1,0,0,0,0,0,1
808,638,USER cebong emang jagonya bikin dan sebar hoax',1,1,0,1,0,0,0,0,1
809,6150,mengapa cinta hanya memandang kesempurnaan fisik? mengapa tak pernah memandang hati? | karena cinta itu buta.',0,0,0,0,0,0,0,0,0
810,10838,Fuyyyyyoooo babi laaa mindfuck sial dah ada dalam kepala otak aku terfikir perkara jijik ni. Fuck',1,1,1,0,0,0,0,0,1
811,9650,USER USER USER kalau agama lain anda bilang kafir..pantas kalau kafir korupsi..kalau pemeluk islam korupsi kau bilang itu oknum!!...dasar bau busuk kau punya mulut',1,1,1,0,0,0,1,0,0
812,11258,USER USER USER fuck teroris budha myanmar.,1,1,0,1,1,1,0,0,0
813,11181,"USER USER Penilaian orang berbeda"". Dikhawatirkan rakyat tidak bisa memahami Partai yang berhubungan baik dgn komunis belum tentu komunis. Saya hanya ingin meluruskan.'",0,0,0,0,0,0,0,0,0
814,4087,"â??Kelompok tani binaan kami akan menjadi kelompok tani pertama pemanfaat fasilitas sub-kontrak kawasan berikat Bea Cukai, dan fasilitas ini juga yang akan kami presentasikan kepada Presiden RI Joko Widodo pada Selasa (27/3),â?? KAta Welly",0,0,0,0,0,0,0,0,0
815,3342,pendukung Prabowo spt ARB SDA adl orang-orang BEJAD tabiatnya kasar termasuk org ini &gt;&gt; USER smoga dilaknat oleh ALLAH,1,1,1,0,0,0,0,0,1
816,9195,"\xf0\x9f\x91\xa6: Dek, ak cinta kamu. Ak mencintaimu karena ALLAH \xf0\x9f\x99\x8f\n\xf0\x9f\x91\xa7: Iyamas .ak jua mencintaimu,tapi.\n\xf0\x9f\x91\xa6: Tapi ap lagi? ak wes hijrah rajin ngibadah wes pinter ngaji, wes siap rabi\n\xf0\x9f\x91\xa7: Tapi m",0,0,0,0,0,0,0,0,0
817,1129,RT USER: Kenapa ya orang Indonesia ini disuruh tertib susah banget? Salah satu contohnya adalah tertib untuk tidak naik ke KRL se\xe2\x80\xa6',0,0,0,0,0,0,0,0,0
818,2700,"USER semoga ada 3 kandidat calon presiden dan calon wakil presiden; 1. Prabowo Subianto dan Mas Agus H. Yudhoyono; Gerindra, Demokrat, PKS, PAN, Partai Bulan Bintang; 2. Jokowi dan Airlangga Hartanto; PDIP, GOLKAR, NASDEM, PPP, PSI; 3. Muha",0,0,0,0,0,0,0,0,0
819,2306,USER USER USER USER USER USER USER Hihihi..cebong rasa kampret tu gue kira cuma ada dlm dongeng.\nRupanya....\xf0\x9f\x98\x82',1,1,0,1,0,0,0,0,1
820,9368,"USER USER Ayo bangun daerah papua ,jangan terprovokasi antek asing dg berita atau video yang akan menghancurkan dan menyesatkan'",0,0,0,0,0,0,0,0,0
821,10524,kenapa gua selalu suka dengan anime2 yg ceritanya selalu ada perjanjian dg iblis nya? #DeathNote #TokyoGhoul #NanatsuNoTaizai #BlackButtler #Overlord #Noragami',0,0,0,0,0,0,0,0,0
822,4020,Gubernur Pastika Hadiri Sertijab Ketua Umum APPSI,0,0,0,0,0,0,0,0,0
823,2603,"Apa KASN BERANI LAWAN?KL.IYA\nRAKYAT SALUT..!JGN HNY KY OMBUSMAN..KOAR2 TRS.DIEM.MANA HASILNYA?MALAH NGURUSI TKA DISULUT!APAAN TUH..TANAH ABANG DITUTUP.USER BUNGKAM.PD TAKUT ORMAS ATAU TAKUT G DPT/DISETUJUI BAGIAN APBD?KL NIAT UD\nUSUT ,PASTI B",1,0,0,1,0,0,0,0,1
824,11538,"iya,kelasnya penista agama,bs nya cm ngebacot doang yg arogan sk blg taik"" nenek lu,oh ya sumber waras n nama d kasus E ktp apkabar?skakmat",1,1,1,0,0,0,0,0,1
825,5377,semakin di biarkan semakin habis nih aset negara. lengserkan jokowi.. URL,1,0,1,0,0,0,0,0,1
826,9604,USER Calon-calon dimarahin bos langsung minta resign. Cupu',1,1,1,0,0,0,0,0,1
827,6515,"&lt; membuat kepalanya pening, belum lagi beberapa istilah dalam psikologi yang membuatnya harus membuka mesin pencarian terlebih dahulu untuk mengerti arti dibalik kata-kata yang /baginya/ asing itu. \n\nSatu hal yang membuatnya senang mengerjakan tugas",0,0,0,0,0,0,0,0,0
828,1976,"RT USER: pasti ada yg bacot gini, minta ganti mantel, lah mantel kan banyak, tinggal beli ??\n\nmasalahnya mantel itu mantel yg juml\xe2\x80\xa6'",0,1,0,0,0,0,0,0,0
829,9252,Cukup di film dono,0,0,0,0,0,0,0,0,0
830,8772,"Janjimu indah, buat rakyat terenyuh. Sayang itu hanya janji, faktanya Bohong. ; ; Cukup sekali RI punya pemimpin PENIPU RAKYAT.; #2019GantiPresiden",1,0,1,0,0,0,0,0,1
831,7435,"USER USER Islam Nusantara, ntar muncul kristen Nusantara, hindu nusantara, budha nusantara, ... Nusantara, sekarepmu la'",0,0,0,0,0,0,0,0,0
832,450,"LINMAS WILAYAH TAWANGSARI, BULU &amp; WERU TERIMA PEMBEKALAN PAM PILKADA SERENTAK",0,0,0,0,0,0,0,0,0
833,2204,USER USER Salah ortunya dunk kak kenapa mereka kampret kalo mereka bukan kampret ga mungkin menetas kampret \xf0\x9f\x98\x85',1,1,0,1,0,0,0,0,1
834,12735,Ada Kemungkinan Gaji ke-13 dan 14 PNS Dibayar Bulan Juni via USER,0,0,0,0,0,0,0,0,0
835,9530,RT USER: USER USER Hooh rakyat diadu domba sama jokowi perintah partai dan taipannya?,1,0,0,1,0,0,0,0,1
836,1891,Bapak Infrastruktor... #2019GantiPresiden #2019GantiPresiden USER,1,0,1,0,0,0,0,0,1
837,6184,"RT USER: Olahraga apa itu namanya yang ekstrim? Bungee Jumping. Apa Banci Jamping? Iya iya banci tumpakke trail, banci njamping\xe2\x80\xa6'",0,1,0,0,0,0,0,0,0
838,3303,"Ga pernah sekolah ya lo? Pantes\nmulutnya ga di jaga.. Kotorr, kaya\nsampah.'",1,1,1,0,0,0,0,0,1
839,11071,RT USER: USER Aku inget dulu pernah pura pura sakit biar diperhatiin alias anjing bangsat jadi sakit beneran kan brengsek',0,1,0,0,0,0,0,0,0
840,11198,USER USER Saat nya kita lihat. Mana suara yg menuduh pak USER antek asing\n\nJd kita tau kan sebenarnya...\n\nMrk lah yg sekarang ribut2 nyerang pak Dhe dg kebeehasilan merebut 51% dari Freeport..\n\nITULAH ANTEK ASING\n\nBahkan disuruh m,0,0,0,0,0,0,0,0,0
841,930,"Dagangan Islam Nusantara, lah ngapa baru rame skg?, dulu"" kemana aja?, And, semoga ada juga Kristen Nusantara dll yang berbau Nusantara..'",0,0,0,0,0,0,0,0,0
842,6392,Warga Jkt minta pak USER Tdk melantik Anies Sandi krn sdh jelas mrk terlibat dlm lingkaran Saracen. Politic_ID,1,0,1,0,0,0,0,0,1
843,1464,"USER USER Orang itu klu menjadi kafir krn hasil perbuatannya bukan krn tuduhan orang lain. Kamu klu kafir itu krn kmu melakukan perbuatan kafir, dikasih tau ke umat klu yg kmu lakukan adalah kekafiran jadi umat menjauhkan perbuatan yg",0,0,0,0,0,0,0,0,0
844,12400,RT USER Arab saudi komunis hanya antek PKI yg mengkriminalisasi ulama,1,0,0,1,0,1,0,0,0
845,10483,USER Klo onta kmna ya',0,0,0,0,0,0,0,0,0
846,1720,USER Cindy mau ngewe',0,1,0,0,0,0,0,0,0
847,1980,"Terkait RUU Masyarakat Adat, Komitmen Laksanakan Arahan Presiden|",0,0,0,0,0,0,0,0,0
848,10968,"Di dunia maya, seseorg di nilai dr tulisannya. Jika tulisannya alay, mk alay-lah orgnya. Jika tulisannya formal, mk formal-lah orgnya'",0,0,0,0,0,0,0,0,0
849,6758,"USER untuk gubernur DKI yg terhormat saya kasih saran tolong bwt TPA sampah jgn banyakin apartemen,rumah Palagi mall",0,0,0,0,0,0,0,0,0
850,17,Ari sarua beki mah repeh monyet\xf0\x9f\x98\x86\xf0\x9f\x98\x86',0,1,0,0,0,0,0,0,0
851,10485,USER Kalo kamu ga join sq pemes kamu gabakalan kepilih\nKalo followers kamu ga puluhan ribu kamu hanya butiran ampas(?)\n\n^ Begitu siiii istilahnya skrng',0,0,0,0,0,0,0,0,0
852,4664,"RT USER: Assalamu'alaykum ,Met Pagi Sobat , Satukan Suara Utk Ganti Rezim Ganti Presiden Melalui PILKADA 27Juni 2018 &amp; PILPRES 2019 ; Pilih Paslon Usungan Dr Partai"" Idealis Bermartabat ; ; #EraMas Utk SUMUT1; #MbangunJatengMuktiBareng Utk J",0,0,0,0,0,0,0,0,0
853,5612,"USER USER USER Khusus pemilu skrg, saya berharap hanya ada 2 capres mengingat situasi dan kondisi yg sudah teramat genting. Berbicaralah dari nurani antar parpol, insha allah #2019GantiPresiden . Baru selanjutnya rubah kem",0,0,0,0,0,0,0,0,0
854,3549,USER USER Gw kira gw doang yang diginiin. Tahunya ada yang laen juga. Bangke emang mereka ini sinyalnya. Mau ganti telkomsel tp saya orang miskin.',1,1,0,1,0,0,0,0,1
855,9018,Warga Dusun Mambang-Panasan Lestarikan budaya Sedekah Bumi:,0,0,0,0,0,0,0,0,0
856,3234,Mungkin mereka (sumbu pendek) lelah pak ð???,0,0,0,0,0,0,0,0,0
857,2093,"Ceramah Hukum Zakat Menurut Al-Quran &amp; Hadith bertempat di SMK Agama Saratok, Sarawak pada 11â?¦",0,0,0,0,0,0,0,0,0
858,606,lu baca bandingkan modal dgn hasil diperpanjang atau tidak dasar antek asing,1,0,1,0,0,0,0,0,1
859,12605,USER 3. Hal itu juga telah diakui oleh WHO bahwa orientasi seksual seperti homoseksual atau biseksual bukanlah gangguan. Baru2 ini bahkan Transgender sendiri juga dicoret dari daftar gangguan jiwa. Bisa search sendiri data validnya dari WHO.',0,0,0,0,0,0,0,0,0
860,7302,USER USER Hutang untuk pembagunan merata bukan untuk dikorupsi ...\nCebong mana ngerti begituan ya mpret...',1,1,0,1,0,0,0,0,1
861,12503,Ibnu Mubarak pernah memiliki tetangga seorang yahudi.\nnamun ia selalu lebih dahulu memberi makan tetangganya itu sebelum anak- anaknya sendiri.bahkan ia selalu memberi pakaian padanya sebelum memberi pakaian anak-anaknya.',0,0,0,0,0,0,0,0,0
862,10119,Jablay ya? Pantes capernya ke tulang2... sini aku cuih-in... #AhSudaLah',1,1,1,0,0,0,0,1,0
863,6884,USER USER Bani oplosan ngga pengen bikin demo nih? Btw ini kitab umat Islam lhoh~,1,1,0,1,1,0,0,0,0
864,6181,Mencairkan suasana dan membangun komunikasi bisa berbagai macam cara. Bisa dgn ngobrol &amp; tertawa bareng atau bisa juga dgn ngevlog. :-),0,0,0,0,0,0,0,0,0
865,1028,"Menyediakan lapangan pekerjaan bagi sekitar 24.000 orang di Indonesia (karyawan PTFI terdiri dari 69,75% karyawan nasional; 28,05% karyawan Papua, serta 2,2% karyawan Asing). #Freeport51'",0,0,0,0,0,0,0,0,0
866,10239,Memfitnah jendral memfitnah prabowo menyudutkan umat islam... Situ PKI ya? URL,1,0,1,0,0,1,0,0,0
867,11404,Agenda Budaya April 2018 - USER,0,0,0,0,0,0,0,0,0
868,8508,USER USER Rayap mah makanin kayu pea kunyuk wkwk',0,1,0,0,0,0,0,0,0
869,6508,Keren...... Kapan umat Budha kita usir dari Indonesia?,1,0,0,1,1,0,0,0,0
870,1027,"USER USER Yg menentukan adlh sistem metabolisme masing2 orang. Makan dikit tapi penyerapannya tinggi jadi gampang gendut, sebaliknya yg sistem penyerapannya rendah, biar makan banyak tetep kurus \xf0\x9f\x98\x81'",0,0,0,0,0,0,0,0,0
871,11537,"USER Hahahhaha ye wehh silap2 bom pun aku tak dengau. Ecehh kau memang, kita sama2 ah ni brother susah bangun.'",0,0,0,0,0,0,0,0,0
872,5000,USER USER USER Orang kristen sok tau islam amat lu...\n\nKlo ga tau tentang islam ga usah komen lu.... sunat dulu sono baru komen',1,0,1,0,1,0,0,0,0
873,5555,"ISIS adalah Islam, Islam adalah ISIS, mau hidup baik tinggalkan Islam, stop solat & mengaji",1,0,0,1,1,0,0,0,0
874,554,"Mngkin sya bkan org baik,dan sya tidak perlu di anggap baik.paling tdk sya tdk munafik dgn berpura""baik.karena yg terpenting sya bisa berbuat baik'",0,0,0,0,0,0,0,0,0
875,8072,"USER USER USER USER USER USER USER USER USER USER USER Ini terkait dg peciptaan lapangan kerja, dan teknologi terbarukan bukan prioritas tenaga asing yg dibawa investor.'",0,0,0,0,0,0,0,0,0
876,1299,"Setiap kritik ke jokowi pasti dianggap nyinyir ama bani kolam.\n\nMau mrk, itu kritik lalu diujungnya hrs dukung 2 periode.\n\nLo kritik tp gak dukung, artinya nyinyir dan itu haram. Begitu definisi kritik ala cebi.\n\nDan nalarpun rusak parah....'",1,1,0,1,0,0,0,0,1
877,1810,\xe2\x80\xa2 Tinggi : 173 Cm\n\n\xe2\x80\xa2 Berat : 47 Kg\n\n\xe2\x80\xa2 Ciri Fisik :\n - Tinggi\n - Langsing\n - Mata sipit\n - Hidung Mancung',0,0,0,0,0,0,0,0,0
878,7716,USER SI PEREK RT RT LAGI:)',1,1,1,0,0,0,0,1,0
879,5442,"Itu baru bullying about body shaming yaa. Jadi bullying yang suka ngatain gendut, kurus, item, sipit dll.'",0,0,0,0,0,0,0,0,0
880,10961,RT USER: Tante Gak Tahan Dietot Kontol Gede URL,0,1,0,0,0,0,0,0,0
881,7624,"USER USER USER USER USER USER Ini pula alasan mengapa Gereja Katolik tdk mudah disitir seenak udel umatnya.\nSy ingat, pernah di sebuah Gereja Katolik di Flores, sekelompok umat diusir dr dlm Gereja karena keteribata",0,0,0,0,0,0,0,0,0
882,1335,USER ok baiklah esok koi lancarkan bom atom dkt katil dia pkul 2 ptg so make sure aok keluar bilik ye esok. k bye',0,0,0,0,0,0,0,0,0
883,11515,RT USER Asal SETIA bayar pajak. Dan uang pajaknya tdk utk bayar upah orang-orang yg mau mengubah UU KPK,1,0,0,1,0,0,0,0,1
884,3548,USER USER USER DRIVER OJEK KLO NEMUIN KELUARGA INI ORANG PESEN OJEK -&gt; USER LANGSUNG TABRAK AJA. BACOTNYA SEOLAH2 TUKANG OJEK ITU HINA BANGET.',1,1,1,0,0,0,0,0,1
885,4691,"Ki gila P: Saya Titisan JAYABAYA, RI hrs kembali ke UUD45! USIR CINA USER USER USER USER",1,0,0,1,0,1,0,0,0
886,140,USER Tak hanya kurang bertaji nya kpk era ini...tapi era ini juga komitmen dlm pemberantasan korupsi tdk spt di era Pak sby....,1,0,0,1,0,0,0,0,1
887,8745,"USER Lafcadio telah kembali duduk di bangkunya dan meletakkan gelas minuman ke dekatnya.\n\n""Alright,"" Lafcadio pun berdoa kembali layaknya orang Katolik dan seusai berdoa, ia menunjuk dahi serta kedua bahunya.\n\n""Time to dig in,"" ucap Lafcadio s",0,0,0,0,0,0,0,0,0
